strategy_type,config_str,num_symbols,avg_sharpe,std_sharpe,min_sharpe,max_sharpe,avg_cagr,std_cagr,avg_max_dd,std_max_dd,positive_sharpe_count,positive_cagr_count,robustness_score,symbol_win_ratio
Supertrend,atr_period=49_multiplier=3.0,222,0.28515158855219147,0.13808690387268374,-0.2592823118806929,0.6163479627293664,0.004061555246053546,0.003957891621581871,0.0625473651385456,0.0650560034224153,219,219,0.2505534397960975,0.9864864864864865
Supertrend,atr_period=3_multiplier=3.0,222,0.285077423853203,0.13812200514483025,-0.26692375883477915,0.6164271997444365,0.004058507342051695,0.003975418336712875,0.06266455172117859,0.06546492687423473,219,218,0.2504805482756006,0.9864864864864865
Supertrend,atr_period=26_multiplier=3.0,222,0.2847343991011516,0.13789513817786997,-0.2626326941760771,0.6161724254513719,0.0040571855683053,0.0039647174570843335,0.06253935603485347,0.0650285755898136,218,218,0.2502290321383229,0.9819819819819819
Supertrend,atr_period=4_multiplier=3.0,222,0.2848935208219969,0.13865064022515042,-0.29439661713271925,0.6163873632164919,0.004053636218094777,0.003987306546768801,0.06268884649074377,0.0655203962158705,219,218,0.25020274942774695,0.9864864864864865
Supertrend,atr_period=27_multiplier=3.0,222,0.28472474141399795,0.13819768589838952,-0.2625809053658343,0.6161405427486297,0.004055484361337715,0.003972077977860372,0.06259193709525969,0.06528101804036042,219,218,0.25015403294311056,0.9864864864864865
ParabolicSar,af_max=0.2_af_start=0.02_af_step=0.02,222,0.2846867733301441,0.13847143627455183,-0.2801893122380373,0.6162998406344857,0.004050822152579895,0.003983656469565684,0.06265936380238174,0.06554249104771925,219,218,0.25006053227099984,0.9864864864864865
FiftyTwoWeekHigh,entry_pct=0.95_exit_pct=0.8_period=60,222,0.2833303962415601,0.13973550437930796,-0.26977023099427755,0.6162205106766478,0.004042370484742833,0.003971926539147631,0.06254288092605484,0.06448685246061327,218,218,0.24859311230798223,0.9819819819819819
LarryWilliams,atr_stop_mult=1.5_range_multiplier=2.0,222,0.28222001142541614,0.13691500114177813,-0.268382122384944,0.6091314455311494,0.0040038752305498315,0.003935672405673836,0.06345397163986366,0.06632801731315735,219,217,0.2482331670722868,0.9864864864864865
FiftyTwoWeekHigh,entry_pct=0.95_exit_pct=0.8_period=205,222,0.2754793447580074,0.14052628801443284,-0.20486593448014326,0.6098349080048484,0.003966662018115094,0.0038370385923739677,0.06132036360493164,0.05727212239532685,219,217,0.24153704097219486,0.9864864864864865
FiftyTwoWeekHigh,entry_pct=0.95_exit_pct=0.8_period=145,222,0.27349350035348957,0.14391484628825893,-0.12408992319808286,0.6158638160923369,0.003964772468772803,0.003933806400752557,0.06141334369133451,0.060336911277449556,215,214,0.23908554141150734,0.9684684684684685
FiftyTwoWeekHigh,entry_pct=0.95_exit_pct=0.8_period=455,222,0.27243358393796596,0.1429626082246099,-0.15238356573468498,0.6146392595096585,0.0039473495345265,0.0038834556867544927,0.06117470301857713,0.05897469531769969,216,214,0.23835738980222926,0.972972972972973
FiftyTwoWeekHigh,entry_pct=0.95_exit_pct=0.8_period=415,222,0.2644846587511776,0.14698200088036673,-0.28365468590214044,0.6077883563725982,0.003816200248962698,0.0038477476982258473,0.06113391960769817,0.05636023767035249,215,214,0.23059181272955653,0.9684684684684685
MACrossover,fast=225_ma_type=SMA_slow=155,222,0.2271151585581248,0.14095829369697102,-0.19695985089983245,0.5965255222511348,0.0028537144298163343,0.0032725106079775014,0.052623139313643826,0.0439700311741749,211,210,0.19905649471394674,0.9504504504504504
MACrossover,fast=620_ma_type=SMA_slow=97,222,0.22725076092116328,0.14816800070941938,-0.31169452650467006,0.6031461797048159,0.002993757365839351,0.004033982059147482,0.05670623806192982,0.057385567401828735,214,211,0.19792465978911772,0.963963963963964
MACrossover,fast=535_ma_type=SMA_slow=94,222,0.22642378135683697,0.14576856046804076,-0.25466709439023244,0.5943181133167732,0.0029513598031303116,0.003657644816539312,0.05613036908870179,0.05399943960818141,210,209,0.19761738030614487,0.9459459459459459
MACrossover,fast=925_ma_type=SMA_slow=96,222,0.22720757247836984,0.1555001620334558,-0.21107343517517632,0.6041762240846545,0.0031400068406284283,0.0038753745304063365,0.05703211273261583,0.05246268947898585,209,208,0.19663136358071007,0.9414414414414415
MACrossover,fast=835_ma_type=SMA_slow=55,222,0.22561150304928926,0.1560671716331912,-0.30009544846436176,0.6039804400806149,0.00303280651397753,0.004105347111832353,0.057726416751722874,0.05853473420392349,209,205,0.1951543202550808,0.9414414414414415
Tsmom,lookback=725,222,0.20150849963746623,0.16461917911398394,-0.227716828987468,0.6034409957396891,0.0029929642703998855,0.003942242930412627,0.06450168507592326,0.06272661765668679,196,194,0.17302522854790126,0.8828828828828829
Tsmom,lookback=640,222,0.1987578592146827,0.16186467955760603,-0.2627570140111482,0.5992056126761327,0.002904485952389278,0.0038895072233359087,0.06311842466633286,0.06321751598585812,200,198,0.17106799329708702,0.9009009009009009
Tsmom,lookback=350,222,0.1857803903079183,0.14762224293179005,-0.1702879378372939,0.564660025870917,0.0025385749212721268,0.0031713325121879156,0.06391745001792916,0.05882347610926829,192,192,0.16188287692412767,0.8648648648648649
Tsmom,lookback=495,222,0.18619961657534156,0.16032858596576033,-0.23038849424105434,0.6003345491900481,0.0027041880760887483,0.0035873905090346115,0.06475613877811527,0.06096183853677466,196,194,0.160471455092494,0.8828828828828829
Tsmom,lookback=620,222,0.18616704528644792,0.1638334326309461,-0.21810823920070424,0.6034987654825077,0.0027423863516796297,0.003876319593254145,0.06492696583265146,0.06446475735781888,196,195,0.15996021429424073,0.8828828828828829
STARC,atr_period=8_multiplier=2.0_sma_period=21,222,0.1771619511833304,0.15433010191684388,-0.25694760505216574,0.5508178613580621,0.002106080985316602,0.003223878930796069,0.06156673952694148,0.06913072473567197,194,194,0.15347598653898126,0.8738738738738738
Aroon,period=115,222,0.17083206934751471,0.15890486245876662,-0.269350596579302,0.5771912303212535,0.00209939358637204,0.003058502750662827,0.05910023628152344,0.05551652883959864,190,189,0.1474081910270636,0.8558558558558559
STARC,atr_period=20_multiplier=2.0_sma_period=23,222,0.16830673515956074,0.15511051949045318,-0.22005307208244754,0.6132488465431511,0.0019903479234876518,0.003145243868017369,0.05941220577892081,0.05898931839223348,194,191,0.145706174707685,0.8738738738738738
STARC,atr_period=31_multiplier=2.0_sma_period=28,222,0.1651551086081286,0.15898966773002945,-0.2551227031346742,0.6676613002884372,0.002057058780002319,0.003055894259115637,0.05775469025884051,0.05502904348170806,186,182,0.14249920703054894,0.8378378378378378
STARC,atr_period=48_multiplier=2.0_sma_period=27,222,0.15874643763365884,0.1668252701393993,-0.24154667699469454,0.668033457552962,0.001856289227117424,0.002967888533477254,0.058030797511237776,0.057538353112777586,185,183,0.13604987970023444,0.8333333333333334
Ensemble,"base_strategy=Donchian_horizons=[20, 50]_voting=Majority",222,0.14957418952913432,0.14441452681682576,-0.21383711888508825,0.5861778156848764,0.0018084977358756686,0.0027232149176942937,0.05519284925120538,0.049466214133490255,189,185,0.13069931045455443,0.8513513513513513
STARC,atr_period=19_multiplier=2.0_sma_period=6,222,0.14835410239202296,0.15817051172019989,-0.43904996914240235,0.7456267141238828,0.001295965721462907,0.0050534207753806714,0.047579460996711155,0.07147025438081427,185,181,0.12809348959478906,0.8333333333333334
Keltner,atr_period=18_ema_period=174_multiplier=2.0,222,0.12296299531945099,0.16390197593349698,-0.31075213220023196,0.6011346572283488,0.001625297334366758,0.0028152699152643023,0.05480223399836933,0.04700419608996668,168,168,0.10564720901073274,0.7567567567567568
Keltner,atr_period=15_ema_period=166_multiplier=2.0,222,0.12147166771538641,0.1654027347477519,-0.30642773691461295,0.5650278437375252,0.0016079188796210462,0.002836000307537164,0.056158311931187525,0.048062889105776094,172,170,0.10423149362325687,0.7747747747747747
Donchian,entry_lookback=110_exit_lookback=50,222,0.11491450377774776,0.16273176236098638,-0.3151677788560741,0.5824255099899597,0.0013414565308181338,0.0027477718915204325,0.057348655178358264,0.05109835335257127,164,161,0.09883148246024344,0.7387387387387387
Aroon,period=42,222,0.10679970140702576,0.14520070250132772,-0.23859834223301157,0.5508075188788994,0.0013097223457549383,0.0026253954092067162,0.06084745088794813,0.055727778976652514,164,159,0.0932585014781738,0.7387387387387387
Aroon,period=40,222,0.10650015381024756,0.14374594092101395,-0.20774370285105265,0.4846864868466248,0.0012906162840087962,0.0025602558604346615,0.06113705748574027,0.05684608701347359,168,160,0.0931152190358701,0.7567567567567568
Donchian,entry_lookback=135_exit_lookback=45,222,0.10776585143902649,0.1582935974534423,-0.2852542872720486,0.552928419246921,0.0012691442980401059,0.002604295549189463,0.05360628409321405,0.04594028692966771,162,157,0.09303845905386536,0.7297297297297297
Aroon,period=49,222,0.10617072144526934,0.14615322723002322,-0.2669808250858352,0.510714108085481,0.0013202984506640167,0.0024496650085579753,0.06378649287760002,0.05771256839751935,181,177,0.09263222309451455,0.8153153153153153
Aroon,period=41,222,0.10527046012519374,0.1423156026194385,-0.19902174522619634,0.49401212398211664,0.0012850808566804543,0.002620747968554293,0.06120434341069443,0.05722500837623612,167,161,0.09215532019679898,0.7522522522522522
DarvasBox,box_confirmation_bars=17,222,0.10274023523682514,0.14780384584558592,-0.41809640780023083,0.5364496426908653,0.001294373541878938,0.0025231141124717584,0.0642434385303202,0.058571707333177,175,172,0.08951027269048442,0.7882882882882883
DarvasBox,box_confirmation_bars=10,222,0.09693205031257253,0.14568323781745804,-0.26038744074038384,0.479031655627072,0.0012359446647045634,0.0025964261113393893,0.06171799441307325,0.05773418966313484,162,161,0.08460632669919252,0.7297297297297297
Donchian,entry_lookback=395_exit_lookback=50,222,0.09483188309187825,0.14888946794521069,-0.23314499560962715,0.5301533953251814,0.001045550055135666,0.0023345708315935946,0.05035006185563629,0.047535868151050216,162,160,0.0825422164078892,0.7297297297297297
Donchian,entry_lookback=30_exit_lookback=25,222,0.08880914274032652,0.15287836654049744,-0.31204888315633367,0.5029903553858134,0.0011342207613983333,0.002495465151716561,0.06158866763191792,0.05310194995257772,157,150,0.07703253466956864,0.7072072072072072
BollingerSqueeze,period=100_squeeze_threshold=0.06_std_mult=2.0,222,0.08308368273667258,0.15375608738179913,-0.2708163947737084,0.5327087197595071,0.0011072296767916782,0.0025806951470803956,0.0643548566907287,0.05706910487921911,156,152,0.07201147941521427,0.7027027027027027
Donchian,entry_lookback=40_exit_lookback=30,222,0.08241758581078823,0.15305703908733073,-0.3725341875336516,0.4954570746865271,0.0010476181361640865,0.002540122348364868,0.06226399370803914,0.05666639753185676,159,156,0.07147745776394852,0.7162162162162162
Keltner,atr_period=3_ema_period=109_multiplier=2.0,222,0.07326316903132755,0.16786592635043143,-0.44014029074510597,0.5327082747991676,0.0010688218064170264,0.0027183273630197896,0.05151767242652377,0.043170493964920224,151,149,0.06273251695960869,0.6801801801801802
TurtleS2,"",222,0.05253192304403909,0.15476491196968384,-0.3877701937139127,0.5211625721566785,0.0006259101488880209,0.0024589687034341267,0.0574376806613084,0.05496301611059969,137,136,0.04549144375579903,0.6171171171171171
DarvasBox,box_confirmation_bars=7,222,0.0518842422776398,0.14741121046533784,-0.33441025538365454,0.4982557926513425,0.000648348873543498,0.00276276389239179,0.069092062556682,0.06846439060584639,142,135,0.045218524801233125,0.6396396396396397
DarvasBox,box_confirmation_bars=6,222,0.03784005952841081,0.15233141943133213,-0.353589494261606,0.5996667518026947,0.00044149661612350073,0.0035062251147965602,0.0711465166865876,0.07439652160825844,124,122,0.03283782676609185,0.5585585585585585
DarvasBox,box_confirmation_bars=5,222,0.031221299864137003,0.15291154806797536,-0.4119861571869264,0.5298833597282346,0.00030991863557777873,0.003926076991323585,0.07187563406804814,0.07669567488593411,130,128,0.027080394776561125,0.5855855855855856
TurtleS1,"",222,0.029653040515589302,0.16530247508082746,-0.3585558192968054,0.5110708316318605,0.00039942238345533316,0.0028292566759093403,0.06125394501769754,0.0600801768704988,117,115,0.02544664681462426,0.527027027027027
BollingerSqueeze,period=33_squeeze_threshold=0.06_std_mult=2.0,222,0.025769470788483323,0.18985205779188624,-0.4534556324243692,0.5408518836068935,0.00015745984501284392,0.0012069415779362353,0.0193167011953433,0.022464219002046627,115,114,0.021657709981445936,0.5180180180180181
BollingerSqueeze,period=181_squeeze_threshold=0.06_std_mult=2.0,222,0.013683743378891482,0.08471538914853538,-0.2474109297031232,0.3956780231185719,0.000021543081684638776,0.00013818700211554739,0.0013132444289861232,0.00319405499112431,32,32,0.012615054156862987,0.14414414414414414
DmiAdx,adx_period=30_adx_threshold=25.0_di_period=23,222,0.011636925223776145,0.1628864655763573,-0.40678277550723163,0.43173584655680325,0.0002594780242202141,0.0016313120044391324,0.03885632173516681,0.03591698772501576,114,111,0.01000693151760828,0.5135135135135135
DmiAdx,adx_period=15_adx_threshold=25.0_di_period=28,222,0.011141395965997314,0.15147377495787076,-0.38281553939815416,0.4417918066182654,0.0004065412671695032,0.002546598987559156,0.07214735702258727,0.05680952574976201,112,111,0.009675770485007309,0.5045045045045045
DmiAdx,adx_period=21_adx_threshold=25.0_di_period=27,222,0.010249752769228857,0.15258374305906783,-0.38867627159936924,0.43934351415813394,0.00042635359403358103,0.002466761369696681,0.06715650848463708,0.05235974058385588,118,112,0.008892848637640012,0.5315315315315315
BollingerSqueeze,period=46_squeeze_threshold=0.06_std_mult=2.0,222,0.0071109262037875095,0.09215770696146544,-0.31435971315249106,0.3041590485196424,0.00003136497685597568,0.00025798284772417967,0.004210616070130125,0.009417585695420254,67,67,0.006510896877311881,0.30180180180180183
Keltner,atr_period=12_ema_period=19_multiplier=2.0,222,0.006097104811489391,0.08293730393544141,-0.36590953528291187,0.38211817816266763,0.000024300983512211733,0.00013188067520853794,0.0015601979235164063,0.00463598209988932,33,33,0.005630154940024917,0.14864864864864866
Keltner,atr_period=10_ema_period=3_multiplier=2.0,222,0.005073798071615728,0.029567145579058384,-0.14910095418978891,0.18228436150847477,5.226365677520613e-6,0.00002995331040992149,0.00024724032568994834,0.0021316297541436264,10,10,0.004928088559743305,0.04504504504504504
Combo3,"",464,0.004964289976556335,0.09370594016340547,-0.372541256436133,0.44270292644964715,0.00013219121119806013,0.0009890248042600483,0.0037975708897224447,0.020614144763007925,70,70,0.004538962251420747,0.15086206896551724
BollingerSqueeze,period=26_squeeze_threshold=0.06_std_mult=2.0,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
Combo2,"",444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DmiAdx,adx_period=3_adx_threshold=25.0_di_period=28,222,-0.0014298184411555921,0.021719487907530716,-0.32352779461041925,0.0061081006738778155,-4.808904507885797e-8,7.191452204115068e-7,1.6131303149904538e-6,0.00002165371219856353,1,1,-0.0013994236755568235,0.0045045045045045045
DmiAdx,adx_period=27_adx_threshold=25.0_di_period=22,222,-0.006695939982962706,0.15789983182652031,-0.41113546982278665,0.4423338538004619,0.0002180866906251884,0.002472750599061186,0.069875579066605,0.05746521109597723,108,104,-0.005782831812316827,0.4864864864864865
